,alpha,beta,gamma,theta,width,height,area,perimiter,cat1,cat2,cat3
57,0.687954045286086,0.8783877676813978,0.5951725563897139,1.1799422437937834,90.63748045118058,23.8356601346902,194.34010488034806,72.5508017813459,8,1,aac
58,0.7219453402023245,0.6525573199732158,0.14853833908040606,0.9655007839488062,30.974935504442282,43.78902814892362,4810.130926148586,44.46757398126385,6,2,abb
59,0.6490083509267801,0.6192685351217222,0.2743255165130531,0.908438918474001,31.773085051010053,86.20452308514368,-40.22024266302765,199.0527208110323,3,0,add
60,0.08039248123917012,0.07400821595005902,0.9942152967811999,0.7230004369007927,44.68447980661911,11.829681668870636,2907.8229054010408,187.2542955454868,7,1,ada
61,0.6574742395211856,0.22844652685455813,0.5462239707975688,0.22858577077240608,21.040974363891035,42.834727822535626,5908.497953973172,188.62452731132424,9,4,cba
62,0.6037548679067861,0.19648692602617857,0.1505317175398611,0.4438780033103755,81.21076558527173,11.691393109342743,4694.07691039471,175.67797502293016,9,2,bdb
63,0.4402406214254786,0.8912836871479815,0.38155664792280075,0.4290147267010095,33.82509525745644,46.06057871368393,4956.551651530993,46.155818570506476,1,0,acc
64,0.23005238961350727,0.029577635293109125,0.5556846351753931,1.5117051804294792,54.42295300523642,79.52822789368615,931.0916620419928,233.9159230048064,1,4,abc
65,0.12725386844890113,0.00015968865463281134,0.42357412605726663,1.1852989079826073,88.10842441330293,45.268745635314325,6642.456345271676,184.6554845288507,2,4,daa
66,0.04997682032820751,0.18194496845500638,0.562993521304195,0.9569744964577047,82.54867702152431,41.85704465158214,7347.567126488735,230.25878701199366,9,1,dda
67,0.06948374746967778,0.8581725301204757,0.09457468027830153,0.8298422157254444,75.70996941229309,18.41720633686117,508.6158165596688,104.92903150688966,3,4,dba
68,0.18654556559067606,-0.007508109074300565,0.5799474368860653,0.9999216766999535,21.259769279749158,11.183502252802755,747.3936572675542,147.33048738057443,9,2,cba
69,0.06437231134342955,0.8906619222169422,0.6156623417754297,1.382395101572147,89.19951510839041,23.504853456577052,1136.935483927478,118.09519815220055,1,4,cbd
70,0.6947045461999776,0.8539524603532361,0.9807761218839649,0.8695475592361257,21.024182277219687,64.10827028528837,238.98014085176817,173.20362269365685,7,1,aac
71,0.6054345686261433,0.7055701877057868,0.14417085338691416,1.6565987544214018,66.34541822970388,89.01467815647837,2345.9576154291763,191.36104524448396,4,3,cda
72,0.6274934553293362,0.015476356469168784,0.9104881072687913,1.6543237217074351,28.693544743597748,4.461442695983798,6652.7819244271905,172.04394024059522,3,3,dbd
73,0.22226826644366177,0.632331695127965,0.13593945041203867,0.946086639075873,48.14594484128044,45.606560126403906,5024.068519151291,204.9045240677693,5,1,dac
74,0.3089874568329608,0.5429881796019453,0.5837750330664019,1.639226887285465,43.80382524081548,19.19832318129411,4628.6387660480905,231.3405487333476,5,3,ddb
75,0.7260711783245731,0.8710826810498481,0.3169018205514162,1.637689459140811,30.983200834920318,66.6526431699087,7696.144042036428,224.1456874262203,1,2,dad
76,0.34435913804648244,0.635945516056052,0.9627731634581791,0.9543606123601238,14.717315408456368,93.63155049752683,340.18247087372526,195.5391900742686,7,2,dab
77,0.4520268741635284,0.07408647000067581,0.5404207749334826,0.7851834700586687,90.4990773680114,67.38611530638478,238.20854956923685,111.21887025424292,6,3,baa
78,0.6135240336927745,0.8458639968706184,0.2123336192213459,0.8184514471222738,85.59792611329266,10.764103657026679,461.7133855269872,259.58340520011086,1,2,abb
79,0.6240324525408814,0.9260773852017234,0.35416330242381494,0.6811935878118848,87.33062183652811,89.54130675421528,693.0089217749479,193.12553655681884,9,2,cac
80,0.22928998120481023,0.04862799137381604,0.3237247209379759,0.8590028445308772,13.274159706720015,47.140368143359225,394.7550862015826,127.77042843438998,3,3,cca
81,0.3979003817462786,0.23269071080493736,0.1326299402334266,0.6791513233042018,17.71094299387616,62.50883059417724,6877.331567405858,186.60037452950053,7,2,dcd
82,0.23356065376820156,0.5206853213889581,0.5392182290723231,0.33710263404632035,65.5452057020028,64.30842248032101,3238.977505100514,183.75802296310047,4,2,cdb
83,0.22001262741442784,0.8278730208777076,0.8875112682951077,1.1010373627741827,80.86752892799572,89.61413096255356,4795.486892250643,240.9637622243891,4,0,ccb
84,0.5933629278424626,0.5858728437137656,0.2802584652036868,0.9449915272746532,86.2822195397749,60.10990982556159,338.91610433179767,226.08694165336962,7,4,cad
85,0.44854098794861463,0.04456971287995344,0.5267990382029849,0.3439762779960596,89.84129198239407,6.479863285330969,654.832507155759,245.51185136914597,9,4,bba
86,0.8279426552135455,0.8100806353948999,0.32836191366214085,0.6334063718458492,60.85993661703375,87.02947571186297,2632.6996150110913,117.63137465709399,4,2,bcd
87,0.8491118505085602,0.030789935202448993,0.6431499271105531,0.24305313563609537,-0.7226708212429003,66.33181042762949,4333.865972246515,335.8070916319858,5,4,cdd
88,0.8553935390858779,0.8543595944692499,0.184507719868991,0.36519390978333394,44.07656410741111,3.8785051368027768,6797.617376582681,251.63009657031265,1,3,ccc
89,0.03583157558111219,0.8489149403631676,0.5306103854723688,0.3348644094410588,84.07971753240872,83.3652227061182,145.54797111830476,247.74179129509432,5,0,aad
90,0.0754187840770093,0.8173126612320372,0.9782033480903318,0.8842218489700038,73.76806812706023,56.99267431990148,2922.300660936059,177.2399160563239,7,4,bdc
91,0.6505907066045518,0.06328709809563973,0.17132335590462705,0.4090525021726117,4.448439946662288,64.22891966938086,2028.6206162375854,241.837203129501,5,4,abc
92,0.5676602222760349,0.743628134312625,0.5874201749816022,0.9394803055506173,32.06965375707203,63.25767939314024,3888.1372541133915,183.10329112354802,6,4,ccd
93,0.30459073634696576,0.6607849199601754,0.5714481441603174,0.6074132332678718,28.195371209195525,13.72555758707389,1417.275053995475,113.35883312082333,5,3,dac
94,0.06464221339641885,0.7419965740889429,0.586581432378202,0.5283559203643621,54.066631573357455,92.20996534666368,6621.055860209576,333.0232530993562,9,1,dab
95,0.6030910933759478,0.40485086035883444,0.18135331744287375,0.9492597577667977,29.52391877611999,69.05039184521841,3397.18409449971,180.60064323585163,2,0,bdb
96,0.2510576647790616,0.6817401140199765,0.8973963185746121,0.6789616717535703,88.12851336356846,84.7402143993574,-16.951388267190964,182.85770576957168,6,2,cab
97,0.22982536768256362,0.8927607995980229,0.5872348264011557,1.5594963656489251,90.30649697057748,39.13522336510921,675.4911918296898,118.26365071659094,5,2,acd
98,0.5425076282979583,0.619782405206011,0.0918604455402376,0.7478424702570496,27.68026731336346,22.742433720061694,3092.7681918752155,192.19118388383026,5,0,dcd
99,0.5926090330802914,0.8457642194957484,0.9341493401661217,0.599641673644231,49.87651115772042,51.410596695803555,434.2594743001788,256.21161315457607,8,4,bac
100,0.6822170908479103,0.27365515283476166,0.977688611238583,0.9178295582778166,42.458942284682585,21.484914781102063,342.7495695544375,103.39536711347714,9,4,add
101,0.8827203315083186,0.6444849700538431,0.556360865252477,1.4839982471910098,82.5320725140394,22.623151722258427,3152.8711820990643,190.8936614245182,9,4,bad
102,0.6643167896470931,0.03015736357355768,0.9218928440168791,0.5146434606618936,86.10911317754568,75.29106858391212,5248.785428244151,144.1806479458389,2,1,aab
103,0.09487318581436503,0.429218743954558,0.951163741807777,0.32080394701596265,35.133042650860666,95.14303739876044,318.1005791034055,171.8396509225576,8,1,bba
104,0.4111734177714469,0.24742842638155366,0.8784007724588434,0.8866735930048957,83.5226465069206,68.73693580264187,1854.43796398465,119.6927250030786,1,1,bca
105,0.44931123229454967,0.8728473252955359,0.62927155286467,0.731545813564566,45.18621694506923,74.4998984281466,4908.024941800274,126.97313222473768,1,2,aba
106,0.6198304679743807,0.06456061797895746,0.5931418897813411,0.9986874279978837,82.1381373964596,84.68925546155519,6947.361366573546,236.69160239814755,5,2,cda
107,0.055607019055111444,0.9302681152995672,0.1638311009621142,0.9314181636474954,85.61711389743272,90.74444826302854,5864.094631267706,173.12561163842602,2,4,cbd
108,0.6348604437361458,0.8162302700983135,0.3703748078945231,1.6701196206801183,89.49861557324265,65.72576128944878,5237.496712205417,235.77588959179485,4,0,bbd
109,0.3626491315109588,0.11158909440861271,0.601359216248893,0.3803589631690572,87.48561015610396,70.33029831439008,141.78923396206073,312.12966669690456,8,2,cdc
110,0.8154540268849022,0.8256162930039965,0.5188164439854397,0.9266458828110627,41.970033291012925,58.70023311682098,4346.350832082937,220.32449874602818,6,0,cdd
111,0.016525577906386604,0.5897782882210487,0.5331280791736569,0.8277600222891489,63.55907554772997,22.8191586234976,1765.1786257299927,219.5659181812203,2,0,dac
112,0.8548019627403274,0.33933791669182234,0.9906484802653504,0.8251471979454554,86.06853221961855,93.69932789371755,115.71787274553662,323.09992887640567,1,3,cda
113,0.676750410886209,0.574833643858148,0.4179351173089506,0.8134958830988771,86.16435919833047,20.898750740867115,367.97219746694554,231.94708255640006,3,4,ddc
114,0.42383056533178937,0.059181039137158754,0.15275836981383809,1.5786143936702535,95.73132623945082,60.66604702487026,1079.8657284289416,227.6410462680806,5,2,cab
115,0.43856143966412325,0.11870417777238434,0.9519260981644837,1.395880730210107,19.099079607057185,66.10984245537387,171.75812524868422,208.806416599228,4,1,ccb
116,0.43229752051333004,0.6329988035649136,0.5725905369699494,0.8422887416670213,20.544125501675172,15.471409222709697,1242.074995803725,254.33045856700383,9,0,adc
117,0.08905210409405366,0.8371021441381801,0.948541903203611,0.6090819032493943,90.35808663286574,93.33780346599602,3043.952726695846,250.5467748178153,3,3,cdc
118,0.6639233976374747,0.6880657754773294,0.5149760154038897,0.6585650199707805,95.45894852963615,65.78094204331376,1406.5407153439269,148.86918391933355,6,3,dad
119,0.8846861022521284,0.08676484979771615,0.7881995243913947,0.9313305112964936,68.1535150634666,83.7335709603042,1436.8014777743294,213.2350277634044,4,0,bdd
120,0.4287913402899998,0.04002780461525339,0.6076885873963116,0.847413151765686,86.73165337558667,25.62250616555547,3957.3550131029424,163.1723810773677,2,1,acb
121,0.5204913686404561,0.8666842198072693,0.08366198775216052,1.4310214099728864,11.126217867778573,24.313739099882145,7170.811616065837,205.12223804416965,4,4,caa
122,0.6390690070271484,0.3408117865274592,0.15372372378311872,0.8886166685461676,85.87872927927489,24.91748920912866,270.432150939036,47.18699035707224,1,0,bcc
123,0.04874397865284931,0.4990438043605134,0.6155405182643477,0.8976278185568304,86.38473852978092,85.4831301540714,605.6940563722909,288.66697195572897,9,1,cac
124,0.8149464751468731,0.21125649178146658,0.9880156775008184,0.9596913370620482,72.93468481897288,87.3098083836773,605.4396217044098,159.7093208656694,7,0,dda
125,0.11964937686867737,0.628110064667914,0.5822714034792532,0.6448588430822297,88.50771701483298,82.57783066780313,276.4052642201975,191.20642228243193,3,4,aca
126,0.6620885577599549,0.09302667927269709,0.7985419983699319,1.4913172022699195,65.11601703200355,68.45257078859372,2001.6072348824416,139.02433402136273,5,2,bba
127,0.6527124391134882,0.3450709172955859,0.5561352070088027,0.40121770094449644,89.46043027322385,85.53991913499678,5040.499469225118,203.72979155539971,9,3,bbd
128,0.8525228816643236,0.6059696649390539,0.5911239057067222,1.226068005012718,22.602809885027103,-1.5116552052799914,5414.790060826717,33.97141882562289,7,2,dcb
129,0.6053185351176746,0.4331711431975115,0.7067408501722322,0.7506410502548393,39.677905070060916,2.1097832132422827,411.1069898839926,188.7301036377595,5,2,ddc
130,0.20527402812589185,0.0419397894526114,0.3587951420751296,0.8615194337947706,24.71729735174806,25.5349690332178,3475.6835137993294,234.07422527088002,9,4,cbb
131,0.5797747229914743,0.6555940842941534,0.5827206311888861,0.5585308321431912,30.585965252758783,47.17506077905663,6077.968091221499,165.20381079594446,1,2,dcd
132,0.4199241942006098,0.6584953167490901,0.19836302440185788,0.9126012213219269,82.87529592374281,4.697610828409581,1907.616161021686,288.27112207547526,7,1,bdc
133,0.30960937155141866,0.8983079068439674,0.5119603636518645,0.8338947527476309,88.44210245017092,11.25332562039318,308.5656465771943,290.1017381188948,5,4,cda
134,0.819162540827374,0.8478395453236982,0.33811754213814676,0.8439963840786748,25.501654005559807,82.15846477131373,4682.654512130368,246.13595535534034,9,2,cab
135,0.20871866122106997,0.833951837536679,0.3298844049424643,1.4589297995965818,2.4170025323903648,53.796134518812664,5039.625299362261,166.89615519116347,9,0,aac
136,0.1928928034696477,0.6183839407781738,0.626198061640022,0.40752590901660746,30.75225773254034,43.78153692081124,5067.206056686431,314.762640269313,1,1,caa
137,0.5288274307199557,0.49151780983048593,0.9617901003279405,1.1606303801441364,63.158219680257936,82.81619762643678,226.86776955375495,252.88481078812325,5,3,aad
138,0.8595007035236186,0.11268959063841158,0.590728442948159,0.38938529225280005,42.177028945779476,58.78770069187495,2021.7323099343698,340.3144577243089,1,1,aba
139,0.8289585539689495,0.036404392538119376,0.3075157997476616,0.3439761132055239,19.69246360916712,91.70644063917035,4090.294083317229,181.11331851360495,6,0,bcc
140,0.2677876233899804,0.6221224710552485,0.9659337813656776,0.9371117190324645,88.09606078499354,4.994329316317847,4793.495604219413,59.34770171940762,9,4,cbd
141,0.3497274309506595,0.6432718932203816,0.7190537290407931,0.7950141061210102,21.0280032697127,31.775968356946922,3651.7487855205363,311.2749394350622,1,1,cdb
142,0.5289048384858193,0.4458325072252729,0.8066370924995901,1.1121771068036423,29.741038608507942,63.78269469031457,2466.2858767497582,304.75048248304176,7,1,bad
143,0.24921284477013478,0.8641673579358164,0.5367946287187647,0.9399615549386587,40.356729028612754,67.75916314639831,2901.1279465915886,202.50580355891904,2,0,bcd
144,0.07567623114252797,0.6788395521366822,0.5410717242435044,0.3355821447317575,43.97417337025837,2.514745587196283,4942.211026227957,38.49770026831294,6,2,dab
145,0.2596425346442949,0.8471400001809126,0.2850678932691155,0.6616084740303942,50.03924884307234,65.56298559851095,864.0546705664427,199.81018674352805,3,0,bac
146,0.43690452927610696,0.06555813848155728,0.14270535774128745,0.8951773816616693,29.410360285020992,15.67443348952718,4943.778038087261,186.1164084120904,9,1,cbd
147,0.24753331644956444,0.2908268734915964,0.9956256998283066,0.9901941359443497,26.779039911841984,62.78842103188834,2073.356286544057,108.80357491263635,3,0,acd
148,0.48915378038340823,0.2673324392979408,0.920295168712712,0.9931842525468294,51.437290329955296,12.134029933443845,4003.283844342383,168.391554091217,5,1,cbd
149,0.12454639852974314,0.09935756876976509,0.9190074392656465,1.126012384879224,40.56081364959694,6.316608001165981,608.9276727628431,199.49757561155695,9,2,baa
150,0.06293795456946547,0.31285093357859817,0.9963667875656969,0.9535074069739362,30.924832999642806,58.002214336700916,4344.035667942478,190.19671215861092,2,4,dbb
151,0.8157909503244025,0.29129228732679985,0.6008099239099439,0.7987522325886567,89.4183826434163,72.16546476250262,3923.403875384171,180.64822793200818,5,0,bac
152,0.6109945294008227,0.01070297171177223,0.30122216943368113,0.8665358723019491,54.49196185853337,40.38511919520206,2072.7234051107075,199.6971947598938,9,1,cca
153,0.6444106999542009,0.6120899892956699,0.5524179039118883,0.8001797803319388,83.94216931095893,33.22582537002378,5357.641863411482,116.20393179846705,8,2,cad
154,0.42983861519612543,0.057128926352810395,0.5639578341051628,0.5170675211085786,19.5992442979817,31.731071938329304,4210.739295173476,241.50987337250626,8,2,dda
155,0.8507235175492441,0.43236139589419664,0.3601053466699168,1.503266190746023,41.088876459707684,29.598167860865313,2701.7631341276156,106.75767883225745,3,1,abc
156,0.8106903333333555,0.6050565925213254,0.9558139076427157,0.9761975522998101,20.192557319048944,11.000652250013923,2316.8732066868315,187.0174627179521,6,1,bbd
157,0.5874973073914868,0.45310600273759233,0.8109867145382706,0.3969201878892303,42.10397197905271,23.94639995604576,5440.16909545148,255.6975387589159,5,2,bdd
158,0.8311630088554958,0.016908623034682047,0.4410644941642099,0.8547064057167129,85.93057299222914,45.383181394597024,5422.27994024964,296.1148274342267,8,4,ddb
159,0.14585010299077455,0.8730459622319919,0.5369440887260366,0.29338093645083824,69.4908349886718,88.45795854631464,5541.32265477581,240.76022634084882,1,4,aca
160,0.17891020890957465,0.2125632552479719,0.939659177961297,0.7585796520390214,84.38966966355112,96.45603294558046,190.35443693822083,178.13293037766573,2,3,baa
161,0.05605390153105669,0.6609498084340906,0.5488367554018634,0.4130658240616748,26.67179631373438,89.62983463699794,3268.4567647588397,198.59088802706788,5,2,ccd
162,0.6371744129485784,0.0486947636704666,0.7626674132954553,0.3509090224235133,43.856074588593955,11.939717794558241,3631.3732167112867,61.175017069295805,4,3,dca
163,0.5305387966972228,0.08395937829558228,0.5961332442715066,1.1457643785944207,23.851284843887775,88.40927583742567,4723.010879298027,123.2727651288815,1,3,cca
164,0.5328359375193482,0.05846437228582158,0.13753674561240986,0.8485064354210087,21.08089520849959,50.85503979350553,3866.8133019634984,187.7590837212782,2,4,dbc
165,0.8303410170426503,0.6295725729317239,0.170914953699746,0.9679756433933707,85.41596242402943,10.193394290473641,4594.788494904584,108.40128435487584,5,3,aac
166,0.6273272104809726,0.24849388586170607,0.5693559991100727,1.2053534716174705,83.94225012115173,62.412105544603534,2665.009672443485,172.9101400532939,2,0,cda
167,0.030079507688725818,0.20316200216953317,0.9630712636240761,0.8478040420369622,24.81898460914357,9.166147543331844,1637.9532860153315,238.82624030735343,2,3,bcb
168,0.25853770134274956,0.06241490202076562,0.7755800719894357,1.6232790070340999,23.43038523643746,30.469359197397402,1485.4956778508822,174.7032422443276,4,0,bbd
169,0.6321327220820596,0.46324675494446504,0.20096145305621899,1.1854514167007948,27.631590911047148,65.29408748557934,519.2534941404487,105.20481613795211,8,1,bcc
170,0.6293838498505269,0.27389299905932524,0.3567367432898087,1.1975544492256152,83.34830447735798,75.98396270665128,1239.304714702398,293.672884924402,1,1,bcb
171,0.2312416923968181,0.4126757420865146,0.9570715145830473,0.37787107431062716,21.543890722509556,4.863750605359849,5094.249069896741,194.1339499089431,4,3,dcc
172,0.2422830483997845,0.4127455539121912,0.603602113913247,1.3385869188812107,28.825728268520884,0.06001480634270884,7763.99051328274,169.51917215779793,2,4,baa
173,0.15178443230328778,0.23232477411659458,0.5561388834449168,1.6502825284077582,47.2045179811965,5.0999850041897306,1259.5919722537155,257.54877918787207,2,2,bdd
174,0.45354103268037615,0.42867619507604177,0.13624167270792326,0.6774440613650683,42.427050943525515,58.75992199084587,3900.343583793764,182.5432413631553,4,1,dcc
175,0.045520710378811946,0.465775998061907,0.7196041519647083,0.3845777063482709,29.335649511175678,82.62490176659573,6676.636648763543,119.62730444035283,9,3,cbc
176,0.4576529933912633,0.30030596114856484,0.9671209507127784,1.561928888294899,5.659938856916401,-0.31038087852189733,5642.5729835420425,268.2358800946231,6,3,cda
177,0.8229764107018773,0.4220799584805565,0.7242533761160092,1.0163961214025048,4.819658567946986,88.30729573123801,2251.0765402861553,169.2913007051992,3,2,dba
178,0.45013504328278564,0.6524711812260385,0.6224541758024917,0.3349320790266282,33.346089830992334,64.87159896532596,2015.9961565958965,111.75182168606212,2,4,bdc
179,0.01482483699476847,0.22296600597570748,0.5608014942756002,0.758566623801988,46.87638476980273,40.48512591971649,275.85824679102154,110.03596285088555,8,4,bbd
180,0.4416719430955788,0.6249327773907761,0.3177586323247854,0.7819707171338678,3.7319594236954208,69.04434126102926,2976.2635304866044,171.93857685772278,7,1,cbd
181,0.45597982177855434,0.24647129357419711,0.3448432646897479,1.556259415180055,48.161847015758106,24.59618823555403,4746.34194933917,52.91890149165222,6,2,aba
182,0.4417423303487017,0.4624307726827682,0.5585091871832163,0.9172274847852289,31.317186416961622,61.85478100670491,4334.8543020187735,111.52523651992301,7,4,ddc
183,0.61770565782724,0.21999564884563744,0.1873115194554546,0.39593003406819705,63.074934945288,47.04828201014575,4479.124536795239,174.56373418016832,2,2,bcd
184,0.2235832701181793,0.08745972057312792,0.739588678846586,0.3668112959328734,16.84666859973013,18.538859268375095,1753.2766321298673,248.53928104026983,7,3,cbc
185,0.10238648997721486,0.04917694518372828,0.1439537427815802,0.8012772414779017,28.95253636220762,65.8196574420572,4145.794043670663,111.9267938516787,1,0,bcc
